start time,1632908804.270823
times of actions,"[[0, 0.003636598587036133], [1, 0.24399900436401367], [0, 0.009999990463256836], [1, 0.16999006271362305], [0, 0.005739927291870117], [1, 0.19699668884277344], [0, 0.008002042770385742], [1, 0.395003080368042], [0, 0.0064775943756103516], [1, 0.5629205703735352], [0, 0.009999513626098633], [1, 0.5740032196044922], [0, 0.010009050369262695], [1, 0.5589988231658936], [0, 0.009999513626098633], [1, 0.3980071544647217], [0, 0.006000041961669922], [1, 0.5680029392242432], [0, 0.006001710891723633], [1, 0.5569922924041748], [0, 0.005002021789550781], [1, 0.5620021820068359], [0, 0.01100015640258789], [1, 0.4569995403289795]]"
winner,blue
game,355
iterations,19
times of actions,"[[0, 0.0020020008087158203], [1, 0.1640005111694336], [0, 0.0040018558502197266], [1, 0.1790018081665039], [0, 0.0060002803802490234], [1, 0.31894707679748535], [0, 0.010739803314208984], [1, 0.559999942779541], [0, 0.011002540588378906], [1, 0.5739994049072266], [0, 0.010000467300415039], [1, 0.5589909553527832], [0, 0.009999513626098633], [1, 0.5680539608001709], [0, 0.009999990463256836], [1, 0.5760002136230469], [0, 0.006998777389526367], [1, 0.7040395736694336], [0, 0.011999130249023438], [1, 0.6499991416931152]]"
winner,none
game,356
iterations,24
times of actions,"[[0, 0.0019996166229248047], [1, 0.21103787422180176], [0, 0.009999990463256836], [1, 0.23600053787231445], [0, 0.010002851486206055], [1, 0.23600387573242188], [0, 0.0110015869140625], [1, 0.24399924278259277], [0, 0.009999513626098633], [1, 0.2508268356323242], [0, 0.009998798370361328], [1, 0.3410000801086426], [0, 0.009999752044677734], [1, 0.6430015563964844], [0, 0.01100301742553711], [1, 0.4609990119934082], [0, 0.004998922348022461], [1, 0.6415674686431885], [0, 0.010999917984008789], [1, 0.42599916458129883], [0, 0.005959272384643555], [1, 0.5800454616546631], [0, 0.010998725891113281], [1, 0.30704212188720703]]"
winner,blue
game,357
iterations,11
times of actions,"[[0, 0.0030019283294677734], [1, 0.22999954223632812], [0, 0.010000228881835938], [1, 0.29393601417541504], [0, 0.010002374649047852], [1, 0.5170011520385742], [0, 0.015000343322753906], [1, 0.52699875831604], [0, 0.015000104904174805], [1, 0.480999231338501], [0, 0.015000581741333008], [1, 0.3191487789154053]]"
winner,none
game,358
iterations,15
times of actions,"[[0, 0.0029795169830322266], [1, 0.13300013542175293], [0, 0.005998849868774414], [1, 0.1639997959136963], [0, 0.005002260208129883], [1, 0.1804654598236084], [0, 0.005928993225097656], [1, 0.21909570693969727], [0, 0.005960702896118164], [1, 0.5640079975128174], [0, 0.00999593734741211], [1, 0.5849967002868652], [0, 0.009993791580200195], [1, 0.5730252265930176], [0, 0.009996652603149414], [1, 0.6000046730041504]]"
winner,none
game,359
iterations,17
times of actions,"[[0, 0.003995656967163086], [1, 0.25960659980773926], [0, 0.009993314743041992], [1, 0.27410030364990234], [0, 0.009943962097167969], [1, 0.3467550277709961], [0, 0.010038614273071289], [1, 0.5997951030731201], [0, 0.009999275207519531], [1, 0.6929702758789062], [0, 0.009969949722290039], [1, 0.585045337677002], [0, 0.01000213623046875], [1, 0.5860402584075928], [0, 0.01005411148071289], [1, 0.6650047302246094], [0, 0.012976646423339844], [1, 0.7749614715576172]]"
winner,none
game,360
iterations,17
times of actions,"[[0, 0.0059664249420166016], [1, 0.26464223861694336], [0, 0.009931802749633789], [1, 0.2540099620819092], [0, 0.010035276412963867], [1, 0.33905863761901855], [0, 0.010963678359985352], [1, 0.6109638214111328], [0, 0.011039495468139648], [1, 0.6900234222412109], [0, 0.01094818115234375], [1, 0.5850038528442383], [0, 0.012006521224975586], [1, 0.5850009918212891], [0, 0.010962247848510742], [1, 0.5859653949737549], [0, 0.010045051574707031], [1, 0.6820027828216553]]"
winner,none
game,361
iterations,26
times of actions,"[[0, 0.0029993057250976562], [1, 0.2120053768157959], [0, 0.005025625228881836], [1, 0.2720355987548828], [0, 0.0060307979583740234], [1, 0.24299955368041992], [0, 0.004999876022338867], [1, 0.2570068836212158], [0, 0.010024547576904297], [1, 0.28600454330444336], [0, 0.010027647018432617], [1, 0.3639853000640869], [0, 0.011007308959960938], [1, 0.5649664402008057], [0, 0.011040449142456055], [1, 0.5909998416900635], [0, 0.010007858276367188], [1, 0.5619778633117676], [0, 0.010048866271972656], [1, 0.5550112724304199], [0, 0.011005163192749023], [1, 0.47995662689208984], [0, 0.006049633026123047], [1, 0.5129408836364746], [0, 0.012034177780151367], [1, 0.3300034999847412]]"
winner,blue
game,362
iterations,24
times of actions,"[[0, 0.003003358840942383], [1, 0.09000372886657715], [0, 0.006035804748535156], [1, 0.15201187133789062], [0, 0.0060498714447021484], [1, 0.16104722023010254], [0, 0.007003307342529297], [1, 0.15938854217529297], [0, 0.0061228275299072266], [1, 0.16777968406677246], [0, 0.0060346126556396484], [1, 0.222672700881958], [0, 0.006959676742553711], [1, 0.5802412033081055], [0, 0.009943485260009766], [1, 0.5579936504364014], [0, 0.010001420974731445], [1, 0.3719925880432129], [0, 0.005987882614135742], [1, 0.44504547119140625], [0, 0.009994745254516602], [1, 0.272005558013916], [0, 0.005997419357299805], [1, 0.19101405143737793]]"
winner,blue
game,363
iterations,41
times of actions,"[[0, 0.0058917999267578125], [1, 0.2589414119720459], [0, 0.011991500854492188], [1, 0.285006046295166], [0, 0.014001607894897461], [1, 0.31204676628112793], [0, 0.013045549392700195], [1, 0.31496596336364746], [0, 0.012224197387695312], [1, 0.32103419303894043], [0, 0.010971307754516602], [1, 0.5639619827270508], [0, 0.01696038246154785], [1, 0.5430431365966797], [0, 0.016968488693237305], [1, 0.5199997425079346], [0, 0.015989303588867188], [1, 0.5190105438232422], [0, 0.015035390853881836], [1, 0.49439191818237305], [0, 0.014995336532592773], [1, 0.5149998664855957], [0, 0.016964435577392578], [1, 0.50606369972229], [0, 0.01700305938720703], [1, 0.5800161361694336], [0, 0.016963481903076172], [1, 0.5470361709594727], [0, 0.015958309173583984], [1, 0.5299661159515381], [0, 0.015982389450073242], [1, 0.4559657573699951], [0, 0.010950088500976562], [1, 0.3760032653808594], [0, 0.01200723648071289], [1, 0.36400747299194336], [0, 0.008962154388427734], [1, 0.3757493495941162], [0, 0.011961221694946289], [1, 0.5109922885894775], [0, 0.011002302169799805], [1, 0.5300028324127197]]"
winner,none
game,364
iterations,14
times of actions,"[[0, 0.005001068115234375], [1, 0.2909889221191406], [0, 0.010965585708618164], [1, 0.5119636058807373], [0, 0.015960693359375], [1, 0.508997917175293], [0, 0.016955137252807617], [1, 0.534956693649292], [0, 0.01499795913696289], [1, 0.5410082340240479], [0, 0.007998228073120117], [1, 0.5109655857086182], [0, 0.008948087692260742], [1, 0.5249979496002197], [0, 0.009999990463256836]]"
winner,none
game,365
iterations,16
times of actions,"[[0, 0.005988597869873047], [1, 0.20299649238586426], [0, 0.003998279571533203], [1, 0.23999595642089844], [0, 0.005995035171508789], [1, 0.41298842430114746], [0, 0.006045103073120117], [1, 0.4860105514526367], [0, 0.0059967041015625], [1, 0.3859977722167969], [0, 0.005961894989013672], [1, 0.2779967784881592], [0, 0.006947040557861328], [1, 0.2809596061706543], [0, 0.006052255630493164], [1, 0.30795907974243164]]"
winner,blue
game,366
iterations,29
times of actions,"[[0, 0.0029942989349365234], [1, 0.1459813117980957], [0, 0.006998777389526367], [1, 0.1810002326965332], [0, 0.006994962692260742], [1, 0.18003487586975098], [0, 0.006812334060668945], [1, 0.17994976043701172], [0, 0.007252216339111328], [1, 0.25600218772888184], [0, 0.010955333709716797], [1, 0.2689957618713379], [0, 0.011964559555053711], [1, 0.36203908920288086], [0, 0.012000799179077148], [1, 0.5639646053314209], [0, 0.00997161865234375], [1, 0.5699610710144043], [0, 0.009998321533203125], [1, 0.5709493160247803], [0, 0.010999202728271484], [1, 0.639047384262085], [0, 0.00999307632446289], [1, 0.6390023231506348], [0, 0.009958982467651367], [1, 0.5809640884399414], [0, 0.009966373443603516], [1, 0.5579829216003418], [0, 0.011007308959960938], [1, 0.5889620780944824]]"
winner,none
game,367
iterations,10
times of actions,"[[0, 0.004903078079223633], [1, 0.26500821113586426], [0, 0.010997772216796875], [1, 0.23275113105773926], [0, 0.010961771011352539], [1, 0.3109867572784424], [0, 0.006060123443603516], [1, 0.27362537384033203], [0, 0.010010719299316406], [1, 0.2360401153564453], [0, 0.009943485260009766]]"
winner,none
game,368
iterations,43
times of actions,"[[0, 0.0029401779174804688], [1, 0.14686250686645508], [0, 0.009035110473632812], [1, 0.2270030975341797], [0, 0.010895490646362305], [1, 0.2559688091278076], [0, 0.009953498840332031], [1, 0.3110067844390869], [0, 0.01100778579711914], [1, 0.5625948905944824], [0, 0.015999555587768555], [1, 0.5543389320373535], [0, 0.015962600708007812], [1, 0.5209598541259766], [0, 0.014957427978515625], [1, 0.5199885368347168], [0, 0.015986919403076172], [1, 0.49004220962524414], [0, 0.015944242477416992], [1, 0.528050422668457], [0, 0.0160367488861084], [1, 0.47700071334838867], [0, 0.015946388244628906], [1, 0.5360479354858398], [0, 0.01599431037902832], [1, 0.5263326168060303], [0, 0.016022920608520508], [1, 0.5237047672271729], [0, 0.014998912811279297], [1, 0.45503997802734375], [0, 0.011998176574707031], [1, 0.41396379470825195], [0, 0.01399683952331543], [1, 0.46199941635131836], [0, 0.008998870849609375], [1, 0.4049973487854004], [0, 0.011968612670898438], [1, 0.518019437789917], [0, 0.011001825332641602], [1, 0.5359475612640381], [0, 0.006943702697753906], [1, 0.5369961261749268], [0, 0.0060007572174072266], [1, 0.5289883613586426]]"
winner,none
game,369
iterations,22
times of actions,"[[0, 0.0037806034088134766], [1, 0.24150586128234863], [0, 0.005002021789550781], [1, 0.2520017623901367], [0, 0.010032176971435547], [1, 0.1728675365447998], [0, 0.0060002803802490234], [1, 0.3320021629333496], [0, 0.010948896408081055], [1, 0.5618736743927002], [0, 0.009962320327758789], [1, 0.5609631538391113], [0, 0.010959148406982422], [1, 0.5989673137664795], [0, 0.01096034049987793], [1, 0.5449621677398682], [0, 0.010957002639770508], [1, 0.30299854278564453], [0, 0.0039615631103515625], [1, 0.40405917167663574], [0, 0.00901651382446289], [1, 0.29505491256713867]]"
winner,blue
game,370
iterations,20
times of actions,"[[0, 0.003000497817993164], [1, 0.21499300003051758], [0, 0.005959272384643555], [1, 0.2558329105377197], [0, 0.004986286163330078], [1, 0.29021477699279785], [0, 0.006235361099243164], [1, 0.35500049591064453], [0, 0.010042190551757812], [1, 0.5917181968688965], [0, 0.010959625244140625], [1, 0.5980403423309326], [0, 0.005959749221801758], [1, 0.5649921894073486], [0, 0.006002187728881836], [1, 0.4480397701263428], [0, 0.010017633438110352], [1, 0.27200913429260254], [0, 0.003999948501586914], [1, 0.19203877449035645]]"
winner,blue
game,371
iterations,22
times of actions,"[[0, 0.004947185516357422], [1, 0.28702831268310547], [0, 0.009994983673095703], [1, 0.3750002384185791], [0, 0.010995626449584961], [1, 0.5189626216888428], [0, 0.007964134216308594], [1, 0.5509636402130127], [0, 0.010965108871459961], [1, 0.6920013427734375], [0, 0.010970354080200195], [1, 0.6529619693756104], [0, 0.01095724105834961], [1, 0.4770054817199707], [0, 0.0059664249420166016], [1, 0.7400369644165039], [0, 0.013002634048461914], [1, 0.4880402088165283], [0, 0.0060024261474609375], [1, 0.3179612159729004], [0, 0.005999326705932617], [1, 0.22000503540039062]]"
winner,blue
game,372
iterations,9
times of actions,"[[0, 0.005761384963989258], [1, 0.22802138328552246], [0, 0.0069468021392822266], [1, 0.5709898471832275], [0, 0.010960578918457031], [1, 0.5839662551879883], [0, 0.010998964309692383], [1, 0.5909855365753174], [0, 0.009994745254516602], [1, 0.5909628868103027]]"
winner,none
game,373
iterations,18
times of actions,"[[0, 0.0030012130737304688], [1, 0.24300217628479004], [0, 0.010942220687866211], [1, 0.2630016803741455], [0, 0.01075434684753418], [1, 0.3399524688720703], [0, 0.01000356674194336], [1, 0.595038890838623], [0, 0.010042428970336914], [1, 0.5879988670349121], [0, 0.009961128234863281], [1, 0.5889604091644287], [0, 0.010952472686767578], [1, 0.6069676876068115], [0, 0.01003408432006836], [1, 0.5689475536346436], [0, 0.011002063751220703], [1, 0.5100080966949463]]"
winner,blue
game,374
iterations,16
times of actions,"[[0, 0.0030002593994140625], [1, 0.2539834976196289], [0, 0.010740041732788086], [1, 0.3310048580169678], [0, 0.010959863662719727], [1, 0.5709476470947266], [0, 0.010735511779785156], [1, 0.6049962043762207], [0, 0.009970426559448242], [1, 0.5699601173400879], [0, 0.009966850280761719], [1, 0.4700045585632324], [0, 0.010950803756713867], [1, 0.28695249557495117], [0, 0.006049156188964844], [1, 0.20699024200439453]]"
winner,blue
game,375
iterations,17
times of actions,"[[0, 0.002987384796142578], [1, 0.14500784873962402], [0, 0.004047870635986328], [1, 0.2389965057373047], [0, 0.008991718292236328], [1, 0.1690049171447754], [0, 0.005953311920166016], [1, 0.2549922466278076], [0, 0.009008646011352539], [1, 0.22300457954406738], [0, 0.005999326705932617], [1, 0.5710070133209229], [0, 0.009997129440307617], [1, 0.5840084552764893], [0, 0.010956764221191406], [1, 0.5719616413116455], [0, 0.011957406997680664], [1, 0.6799602508544922]]"
winner,none
game,376
iterations,20
times of actions,"[[0, 0.003992795944213867], [1, 0.27201390266418457], [0, 0.011033296585083008], [1, 0.18100619316101074], [0, 0.005997419357299805], [1, 0.15898966789245605], [0, 0.006968498229980469], [1, 0.25100016593933105], [0, 0.011002063751220703], [1, 0.3560011386871338], [0, 0.010004758834838867], [1, 0.5890424251556396], [0, 0.009985208511352539], [1, 0.6520018577575684], [0, 0.010950803756713867], [1, 0.45703601837158203], [0, 0.005986690521240234], [1, 0.4809572696685791], [0, 0.005995512008666992], [1, 0.3189964294433594]]"
winner,blue
game,377
iterations,19
times of actions,"[[0, 0.004767894744873047], [1, 0.2899775505065918], [0, 0.009998559951782227], [1, 0.3499586582183838], [0, 0.01041269302368164], [1, 0.5909476280212402], [0, 0.0119476318359375], [1, 0.5969665050506592], [0, 0.010001659393310547], [1, 0.576000452041626], [0, 0.010954618453979492], [1, 0.5395276546478271], [0, 0.010952472686767578], [1, 0.6459910869598389], [0, 0.00996255874633789], [1, 0.576012372970581], [0, 0.010047674179077148], [1, 0.5709884166717529], [0, 0.010036230087280273], [1, 0.5969588756561279]]"
winner,none
game,378
iterations,24
times of actions,"[[0, 0.0030019283294677734], [1, 0.23015236854553223], [0, 0.004992246627807617], [1, 0.25409555435180664], [0, 0.010753154754638672], [1, 0.257274866104126], [0, 0.009032964706420898], [1, 0.2629883289337158], [0, 0.010013580322265625], [1, 0.269946813583374], [0, 0.010947465896606445], [1, 0.34000372886657715], [0, 0.01000356674194336], [1, 0.6569993495941162], [0, 0.010949850082397461], [1, 0.47596144676208496], [0, 0.0060274600982666016], [1, 0.5050048828125], [0, 0.005976200103759766], [1, 0.3210012912750244], [0, 0.006000041961669922], [1, 0.3070180416107178], [0, 0.005955696105957031], [1, 0.20399117469787598]]"
winner,blue
game,379
iterations,22
times of actions,"[[0, 0.0029604434967041016], [1, 0.24601483345031738], [0, 0.010947227478027344], [1, 0.2528362274169922], [0, 0.009979963302612305], [1, 0.2709929943084717], [0, 0.01096487045288086], [1, 0.32196617126464844], [0, 0.010982990264892578], [1, 0.40595412254333496], [0, 0.007004499435424805], [1, 0.7010369300842285], [0, 0.0059967041015625], [1, 0.6170532703399658], [0, 0.005003690719604492], [1, 0.5679450035095215], [0, 0.004990816116333008], [1, 0.4759984016418457], [0, 0.00996255874633789], [1, 0.42896389961242676], [0, 0.009960174560546875], [1, 0.3050045967102051]]"
winner,blue
game,380
iterations,30
times of actions,"[[0, 0.003002166748046875], [1, 0.12999820709228516], [0, 0.009779930114746094], [1, 0.14700651168823242], [0, 0.010961771011352539], [1, 0.2309873104095459], [0, 0.010958194732666016], [1, 0.24094843864440918], [0, 0.009963035583496094], [1, 0.2560160160064697], [0, 0.010987520217895508], [1, 0.2689969539642334], [0, 0.0110015869140625], [1, 0.33000731468200684], [0, 0.00994729995727539], [1, 0.3509864807128906], [0, 0.009964227676391602], [1, 0.6849966049194336], [0, 0.010992050170898438], [1, 0.5779917240142822], [0, 0.010954856872558594], [1, 0.5949773788452148], [0, 0.009968280792236328], [1, 0.586000919342041], [0, 0.011996984481811523], [1, 0.5819549560546875], [0, 0.010957956314086914], [1, 0.6620047092437744], [0, 0.0049896240234375], [1, 0.4899590015411377]]"
winner,blue
game,381
iterations,16
times of actions,"[[0, 0.003002166748046875], [1, 0.23900222778320312], [0, 0.005959033966064453], [1, 0.26700472831726074], [0, 0.010023355484008789], [1, 0.3509671688079834], [0, 0.010050535202026367], [1, 0.5936157703399658], [0, 0.009993553161621094], [1, 0.678987979888916], [0, 0.00996255874633789], [1, 0.5720019340515137], [0, 0.00996088981628418], [1, 0.5529570579528809], [0, 0.009961605072021484], [1, 0.5050151348114014]]"
