start time,1632908804.270823
winner,blue
game,196
iterations,26
times of actions,"[[0, 0.005773067474365234], [1, 0.13424944877624512], [0, 0.0070171356201171875], [1, 0.21797680854797363], [0, 0.010998010635375977], [1, 0.22107934951782227], [0, 0.010999202728271484], [1, 0.2518913745880127], [0, 0.004950761795043945], [1, 0.2570044994354248], [0, 0.006038665771484375], [1, 0.3130373954772949], [0, 0.006962776184082031], [1, 0.42356181144714355], [0, 0.005962371826171875], [1, 0.6270127296447754], [0, 0.00603795051574707], [1, 0.6040043830871582], [0, 0.0059986114501953125], [1, 0.5729987621307373], [0, 0.004996061325073242], [1, 0.4540390968322754], [0, 0.004986286163330078], [1, 0.406998872756958], [0, 0.006047964096069336], [1, 0.19195890426635742]]"
winner,blue
game,197
iterations,13
times of actions,"[[0, 0.0059468746185302734], [1, 0.276050329208374], [0, 0.0060040950775146484], [1, 0.3509988784790039], [0, 0.009999990463256836], [1, 0.6040003299713135], [0, 0.009998798370361328], [1, 0.5910027027130127], [0, 0.011000871658325195], [1, 0.6409990787506104], [0, 0.011000871658325195], [1, 0.5779411792755127], [0, 0.009998559951782227], [1, 0.6110405921936035]]"
winner,none
game,198
iterations,24
times of actions,"[[0, 0.0030090808868408203], [1, 0.1309976577758789], [0, 0.005005598068237305], [1, 0.09800028800964355], [0, 0.003000020980834961], [1, 0.15000033378601074], [0, 0.004001617431640625], [1, 0.10299968719482422], [0, 0.0029976367950439453], [1, 0.15699148178100586], [0, 0.003999471664428711], [1, 0.3020000457763672], [0, 0.00999593734741211], [1, 0.5569987297058105], [0, 0.010001182556152344], [1, 0.6040112972259521], [0, 0.01103520393371582], [1, 0.5989990234375], [0, 0.005000114440917969], [1, 0.5829989910125732], [0, 0.004999637603759766], [1, 0.5470008850097656], [0, 0.0060024261474609375], [1, 0.479999303817749]]"
winner,blue
game,199
iterations,20
times of actions,"[[0, 0.0029981136322021484], [1, 0.2370443344116211], [0, 0.00500035285949707], [1, 0.16695690155029297], [0, 0.0060007572174072266], [1, 0.17399907112121582], [0, 0.003999948501586914], [1, 0.32604455947875977], [0, 0.009999275207519531], [1, 0.5950353145599365], [0, 0.006002902984619141], [1, 0.6100051403045654], [0, 0.006002902984619141], [1, 0.5630004405975342], [0, 0.009957551956176758], [1, 0.44600653648376465], [0, 0.011002063751220703], [1, 0.2914440631866455], [0, 0.006959199905395508], [1, 0.3430054187774658]]"
winner,blue
game,200
iterations,28
times of actions,"[[0, 0.005009651184082031], [1, 0.17401337623596191], [0, 0.006956577301025391], [1, 0.17400836944580078], [0, 0.004000186920166016], [1, 0.15999817848205566], [0, 0.006000041961669922], [1, 0.1699988842010498], [0, 0.006001472473144531], [1, 0.16699957847595215], [0, 0.004999399185180664], [1, 0.1759963035583496], [0, 0.006002187728881836], [1, 0.2259986400604248], [0, 0.0060040950775146484], [1, 0.5609989166259766], [0, 0.011001110076904297], [1, 0.5789985656738281], [0, 0.010001897811889648], [1, 0.5930585861206055], [0, 0.009996652603149414], [1, 0.6779992580413818], [0, 0.011001110076904297], [1, 0.5749983787536621], [0, 0.010000944137573242], [1, 0.5819993019104004], [0, 0.005002498626708984], [1, 0.5380408763885498]]"
winner,blue
game,201
iterations,20
times of actions,"[[0, 0.006006717681884766], [1, 0.29426121711730957], [0, 0.010951042175292969], [1, 0.26800107955932617], [0, 0.00999903678894043], [1, 0.32899975776672363], [0, 0.011000871658325195], [1, 0.34899282455444336], [0, 0.01000070571899414], [1, 0.5989925861358643], [0, 0.011001110076904297], [1, 0.5919897556304932], [0, 0.009000539779663086], [1, 0.5582749843597412], [0, 0.0110015869140625], [1, 0.4700002670288086], [0, 0.006003141403198242], [1, 0.4320070743560791], [0, 0.010003805160522461], [1, 0.30299901962280273]]"
winner,blue
game,202
iterations,24
times of actions,"[[0, 0.003000974655151367], [1, 0.20000052452087402], [0, 0.00899815559387207], [1, 0.1470174789428711], [0, 0.006000041961669922], [1, 0.16099929809570312], [0, 0.00700068473815918], [1, 0.16405367851257324], [0, 0.006002187728881836], [1, 0.25299811363220215], [0, 0.010753154754638672], [1, 0.3290894031524658], [0, 0.010999441146850586], [1, 0.66446852684021], [0, 0.011427640914916992], [1, 0.47698521614074707], [0, 0.006001949310302734], [1, 0.3879985809326172], [0, 0.005998134613037109], [1, 0.3139967918395996], [0, 0.0070073604583740234], [1, 0.28104281425476074], [0, 0.005999088287353516], [1, 0.29199814796447754]]"
winner,blue
game,203
iterations,22
times of actions,"[[0, 0.002962827682495117], [1, 0.23400545120239258], [0, 0.006000995635986328], [1, 0.2560420036315918], [0, 0.011049985885620117], [1, 0.26999902725219727], [0, 0.009999990463256836], [1, 0.33200716972351074], [0, 0.01100015640258789], [1, 0.4289987087249756], [0, 0.01199793815612793], [1, 0.7090017795562744], [0, 0.010999202728271484], [1, 0.6050374507904053], [0, 0.006001472473144531], [1, 0.6045064926147461], [0, 0.006000995635986328], [1, 0.6019978523254395], [0, 0.009998798370361328], [1, 0.59100341796875], [0, 0.0060040950775146484], [1, 0.5209989547729492]]"
winner,blue
game,204
iterations,20
times of actions,"[[0, 0.005732297897338867], [1, 0.3229994773864746], [0, 0.010000944137573242], [1, 0.6070466041564941], [0, 0.011000633239746094], [1, 0.6030046939849854], [0, 0.01100301742553711], [1, 0.5580003261566162], [0, 0.011002540588378906], [1, 0.5500047206878662], [0, 0.00999903678894043], [1, 0.4582347869873047], [0, 0.005999565124511719], [1, 0.38100504875183105], [0, 0.0059969425201416016], [1, 0.29999589920043945], [0, 0.0070002079010009766], [1, 0.26999902725219727], [0, 0.006000995635986328], [1, 0.27603960037231445]]"
winner,blue
game,205
iterations,17
times of actions,"[[0, 0.004999876022338867], [1, 0.22941946983337402], [0, 0.010959386825561523], [1, 0.21900010108947754], [0, 0.004999876022338867], [1, 0.24067044258117676], [0, 0.01000070571899414], [1, 0.3300015926361084], [0, 0.009959936141967773], [1, 0.5810546875], [0, 0.009999752044677734], [1, 0.6509974002838135], [0, 0.009999990463256836], [1, 0.6560409069061279], [0, 0.009999275207519531], [1, 0.5850377082824707], [0, 0.011049509048461914], [1, 0.5979993343353271]]"
winner,none
game,206
iterations,24
times of actions,"[[0, 0.002960681915283203], [1, 0.21350812911987305], [0, 0.010000467300415039], [1, 0.14498257637023926], [0, 0.005999565124511719], [1, 0.16100049018859863], [0, 0.006000995635986328], [1, 0.24239158630371094], [0, 0.011601686477661133], [1, 0.2629992961883545], [0, 0.011002779006958008], [1, 0.3300044536590576], [0, 0.00996541976928711], [1, 0.6015975475311279], [0, 0.009999275207519531], [1, 0.6330010890960693], [0, 0.012006044387817383], [1, 0.6850378513336182], [0, 0.005999565124511719], [1, 0.4940066337585449], [0, 0.009996891021728516], [1, 0.4199988842010498], [0, 0.006041526794433594], [1, 0.29199910163879395]]"
winner,blue
game,207
iterations,30
times of actions,"[[0, 0.0030002593994140625], [1, 0.21199941635131836], [0, 0.004999399185180664], [1, 0.2170405387878418], [0, 0.009999752044677734], [1, 0.2369992733001709], [0, 0.011015653610229492], [1, 0.25099658966064453], [0, 0.009999513626098633], [1, 0.26799702644348145], [0, 0.010000228881835938], [1, 0.33999180793762207], [0, 0.008998632431030273], [1, 0.6020431518554688], [0, 0.010001897811889648], [1, 0.6040048599243164], [0, 0.010943889617919922], [1, 0.5959980487823486], [0, 0.005999326705932617], [1, 0.5970430374145508], [0, 0.010002851486206055], [1, 0.5790033340454102], [0, 0.009998321533203125], [1, 0.5030009746551514], [0, 0.01096200942993164], [1, 0.46300506591796875], [0, 0.010999917984008789], [1, 0.33899855613708496], [0, 0.009037256240844727], [1, 0.28700685501098633]]"
winner,blue
game,208
iterations,22
times of actions,"[[0, 0.001962900161743164], [1, 0.14804720878601074], [0, 0.003770112991333008], [1, 0.1509990692138672], [0, 0.0040013790130615234], [1, 0.16900038719177246], [0, 0.0060002803802490234], [1, 0.22499847412109375], [0, 0.007000446319580078], [1, 0.39504265785217285], [0, 0.007001161575317383], [1, 0.5600454807281494], [0, 0.009999513626098633], [1, 0.5740013122558594], [0, 0.009999752044677734], [1, 0.5710029602050781], [0, 0.010002851486206055], [1, 0.568096399307251], [0, 0.0059986114501953125], [1, 0.5540428161621094], [0, 0.0050373077392578125], [1, 0.5120160579681396]]"
winner,blue
game,209
iterations,18
times of actions,"[[0, 0.003011465072631836], [1, 0.2169961929321289], [0, 0.005000591278076172], [1, 0.1730055809020996], [0, 0.004002809524536133], [1, 0.22300028800964355], [0, 0.004999399185180664], [1, 0.5679991245269775], [0, 0.009984016418457031], [1, 0.5740401744842529], [0, 0.01100301742553711], [1, 0.5750000476837158], [0, 0.012006998062133789], [1, 0.49004030227661133], [0, 0.004994869232177734], [1, 0.46799802780151367], [0, 0.004002094268798828], [1, 0.48800134658813477]]"
winner,blue
game,210
iterations,24
times of actions,"[[0, 0.003005504608154297], [1, 0.21500420570373535], [0, 0.006028175354003906], [1, 0.14999699592590332], [0, 0.00500035285949707], [1, 0.14899945259094238], [0, 0.006999492645263672], [1, 0.16899895668029785], [0, 0.004000186920166016], [1, 0.17800068855285645], [0, 0.0059969425201416016], [1, 0.3229985237121582], [0, 0.009998559951782227], [1, 0.5680406093597412], [0, 0.008960962295532227], [1, 0.5670022964477539], [0, 0.006000995635986328], [1, 0.5530338287353516], [0, 0.0059642791748046875], [1, 0.4629943370819092], [0, 0.006001710891723633], [1, 0.4119987487792969], [0, 0.0050008296966552734], [1, 0.2889988422393799]]"
winner,blue
game,211
iterations,13
times of actions,"[[0, 0.004000425338745117], [1, 0.25804615020751953], [0, 0.007050037384033203], [1, 0.26600027084350586], [0, 0.008962631225585938], [1, 0.3359987735748291], [0, 0.009990453720092773], [1, 0.5700469017028809], [0, 0.009842157363891602], [1, 0.5920453071594238], [0, 0.011004209518432617], [1, 0.594998836517334], [0, 0.01093292236328125], [1, 0.5769991874694824]]"
winner,none
game,212
iterations,26
times of actions,"[[0, 0.002984285354614258], [1, 0.13204073905944824], [0, 0.0070037841796875], [1, 0.09100174903869629], [0, 0.004001140594482422], [1, 0.1699991226196289], [0, 0.007001161575317383], [1, 0.2429957389831543], [0, 0.004999399185180664], [1, 0.16500258445739746], [0, 0.006000518798828125], [1, 0.2220005989074707], [0, 0.005999326705932617], [1, 0.3879988193511963], [0, 0.005999565124511719], [1, 0.3879978656768799], [0, 0.005998849868774414], [1, 0.5590410232543945], [0, 0.011002779006958008], [1, 0.5239987373352051], [0, 0.009999990463256836], [1, 0.4329957962036133], [0, 0.0060007572174072266], [1, 0.4179999828338623], [0, 0.009999275207519531], [1, 0.2890031337738037]]"
winner,blue
game,213
iterations,16
times of actions,"[[0, 0.0019958019256591797], [1, 0.2690010070800781], [0, 0.01000213623046875], [1, 0.32350826263427734], [0, 0.010998964309692383], [1, 0.7264583110809326], [0, 0.012964725494384766], [1, 0.5380017757415771], [0, 0.007000446319580078], [1, 0.6099991798400879], [0, 0.007992982864379883], [1, 0.5960419178009033], [0, 0.011000633239746094], [1, 0.3160135746002197], [0, 0.005965232849121094], [1, 0.20600342750549316]]"
winner,blue
game,214
iterations,30
times of actions,"[[0, 0.0030007362365722656], [1, 0.14899730682373047], [0, 0.003793001174926758], [1, 0.16608262062072754], [0, 0.00400090217590332], [1, 0.16735196113586426], [0, 0.005999326705932617], [1, 0.303469181060791], [0, 0.010001182556152344], [1, 0.36501622200012207], [0, 0.007964611053466797], [1, 0.2560005187988281], [0, 0.003952980041503906], [1, 0.3700540065765381], [0, 0.005924224853515625], [1, 0.5559911727905273], [0, 0.010992288589477539], [1, 0.5880029201507568], [0, 0.011035442352294922], [1, 0.4029843807220459], [0, 0.003965616226196289], [1, 0.3550100326538086], [0, 0.002997159957885742], [1, 0.5080113410949707], [0, 0.004994630813598633], [1, 0.2679471969604492], [0, 0.005963563919067383], [1, 0.24104022979736328], [0, 0.006003141403198242], [1, 0.17500066757202148]]"
winner,blue
game,215
iterations,26
times of actions,"[[0, 0.0038862228393554688], [1, 0.251035213470459], [0, 0.0059964656829833984], [1, 0.24700355529785156], [0, 0.0060155391693115234], [1, 0.25499677658081055], [0, 0.006003379821777344], [1, 0.33400988578796387], [0, 0.008967399597167969], [1, 0.6089680194854736], [0, 0.013032674789428711], [1, 0.6979506015777588], [0, 0.013029336929321289], [1, 0.6640386581420898], [0, 0.010943889617919922], [1, 0.6059916019439697], [0, 0.010000467300415039], [1, 0.5460171699523926], [0, 0.009997367858886719], [1, 0.4739553928375244], [0, 0.004998683929443359], [1, 0.44095444679260254], [0, 0.010059356689453125], [1, 0.37599897384643555], [0, 0.012006282806396484], [1, 0.30300283432006836]]"
winner,blue
game,216
iterations,26
times of actions,"[[0, 0.002048969268798828], [1, 0.1410079002380371], [0, 0.005037784576416016], [1, 0.21499848365783691], [0, 0.010052919387817383], [1, 0.21103763580322266], [0, 0.010037422180175781], [1, 0.24199628829956055], [0, 0.010993242263793945], [1, 0.16299748420715332], [0, 0.007038593292236328], [1, 0.17205119132995605], [0, 0.006052970886230469], [1, 0.20000243186950684], [0, 0.00599980354309082], [1, 0.4049959182739258], [0, 0.0059986114501953125], [1, 0.3719513416290283], [0, 0.004990577697753906], [1, 0.5319595336914062], [0, 0.011997699737548828], [1, 0.3399996757507324], [0, 0.008002281188964844], [1, 0.329998254776001], [0, 0.006001710891723633], [1, 0.21104097366333008]]"
winner,blue
game,217
iterations,60
times of actions,"[[0, 0.004998683929443359], [1, 0.23600053787231445], [0, 0.005021572113037109], [1, 0.2350010871887207], [0, 0.010000228881835938], [1, 0.2749958038330078], [0, 0.010000467300415039], [1, 0.3190007209777832], [0, 0.010999202728271484], [1, 0.5749564170837402], [0, 0.0160524845123291], [1, 0.5458941459655762], [0, 0.015999555587768555], [1, 0.5259525775909424], [0, 0.015956878662109375], [1, 0.5219590663909912], [0, 0.016001224517822266], [1, 0.5130605697631836], [0, 0.017013072967529297], [1, 0.5269985198974609], [0, 0.01600027084350586], [1, 0.4979519844055176], [0, 0.017055034637451172], [1, 0.23500728607177734], [0, 0.0060007572174072266], [1, 0.3800029754638672], [0, 0.005114555358886719], [1, 0.4853849411010742], [0, 0.003961801528930664], [1, 0.6779992580413818], [0, 0.006000518798828125], [1, 0.6860034465789795], [0, 0.009968042373657227], [1, 0.4790191650390625], [0, 0.005999326705932617], [1, 0.6590449810028076], [0, 0.011001110076904297], [1, 0.6579999923706055], [0, 0.01100015640258789], [1, 0.5870029926300049], [0, 0.01000070571899414], [1, 0.5900564193725586], [0, 0.010956287384033203], [1, 0.5940084457397461], [0, 0.011000633239746094], [1, 0.6019995212554932], [0, 0.0060422420501708984], [1, 0.5860011577606201], [0, 0.012001514434814453], [1, 0.601038932800293], [0, 0.01000070571899414], [1, 0.5730452537536621], [0, 0.0110015869140625], [1, 0.5290567874908447], [0, 0.009960651397705078], [1, 0.4919612407684326], [0, 0.01199793815612793], [1, 0.5170016288757324], [0, 0.012003183364868164], [1, 0.32300782203674316]]"
winner,blue
game,218
iterations,46
times of actions,"[[0, 0.0029609203338623047], [1, 0.2428419589996338], [0, 0.006001472473144531], [1, 0.3139994144439697], [0, 0.004998445510864258], [1, 0.5329933166503906], [0, 0.015000104904174805], [1, 0.5429513454437256], [0, 0.014999628067016602], [1, 0.5199954509735107], [0, 0.014998912811279297], [1, 0.5099992752075195], [0, 0.016000032424926758], [1, 0.48599934577941895], [0, 0.015000581741333008], [1, 0.5089991092681885], [0, 0.014998912811279297], [1, 0.46899962425231934], [0, 0.016014575958251953], [1, 0.5330038070678711], [0, 0.008999824523925781], [1, 0.5860037803649902], [0, 0.0049974918365478516], [1, 0.6259994506835938], [0, 0.0049991607666015625], [1, 0.6099984645843506], [0, 0.004999399185180664], [1, 0.7000436782836914], [0, 0.005999326705932617], [1, 0.6360013484954834], [0, 0.005007266998291016], [1, 0.5999984741210938], [0, 0.005002498626708984], [1, 0.6040029525756836], [0, 0.005999088287353516], [1, 0.5839998722076416], [0, 0.005007028579711914], [1, 0.5840058326721191], [0, 0.004999876022338867], [1, 0.559006929397583], [0, 0.0049822330474853516], [1, 0.4620044231414795], [0, 0.00500035285949707], [1, 0.35899949073791504], [0, 0.0049436092376708984], [1, 0.2930002212524414]]"
winner,blue
game,219
iterations,18
times of actions,"[[0, 0.001996755599975586], [1, 0.15199947357177734], [0, 0.00600123405456543], [1, 0.2370004653930664], [0, 0.008998394012451172], [1, 0.1979994773864746], [0, 0.006000518798828125], [1, 0.40500354766845703], [0, 0.00700068473815918], [1, 0.5670042037963867], [0, 0.011083841323852539], [1, 0.38900184631347656], [0, 0.008001327514648438], [1, 0.5380446910858154], [0, 0.012998342514038086], [1, 0.49804162979125977], [0, 0.006000041961669922], [1, 0.22499918937683105]]"
winner,blue
game,220
iterations,72
times of actions,"[[0, 0.0029518604278564453], [1, 0.23804378509521484], [0, 0.005002498626708984], [1, 0.26199841499328613], [0, 0.01000356674194336], [1, 0.30704641342163086], [0, 0.01100301742553711], [1, 0.29000067710876465], [0, 0.009998798370361328], [1, 0.30500292778015137], [0, 0.011002540588378906], [1, 0.5639975070953369], [0, 0.014956474304199219], [1, 0.54599928855896], [0, 0.015997886657714844], [1, 0.523047924041748], [0, 0.016002655029296875], [1, 0.520998477935791], [0, 0.01500558853149414], [1, 0.48999905586242676], [0, 0.015999794006347656], [1, 0.5469989776611328], [0, 0.014999151229858398], [1, 0.48399949073791504], [0, 0.0149993896484375], [1, 0.5339987277984619], [0, 0.015999555587768555], [1, 0.5180413722991943], [0, 0.008998870849609375], [1, 0.508002758026123], [0, 0.008999824523925781], [1, 0.44299960136413574], [0, 0.006017446517944336], [1, 0.5629978179931641], [0, 0.004999637603759766], [1, 0.5959994792938232], [0, 0.0049896240234375], [1, 0.618004560470581], [0, 0.005000114440917969], [1, 0.5909996032714844], [0, 0.006003856658935547], [1, 0.6160049438476562], [0, 0.005002498626708984], [1, 0.6070044040679932], [0, 0.00500035285949707], [1, 0.546999454498291], [0, 0.006001949310302734], [1, 0.38599467277526855], [0, 0.004042387008666992], [1, 0.4190030097961426], [0, 0.004003047943115234], [1, 0.42200446128845215], [0, 0.004000425338745117], [1, 0.5850040912628174], [0, 0.004999876022338867], [1, 0.40599966049194336], [0, 0.003999471664428711], [1, 0.4215090274810791], [0, 0.003999471664428711], [1, 0.7020411491394043], [0, 0.0070035457611083984], [1, 0.442000150680542], [0, 0.007000923156738281], [1, 0.35899782180786133], [0, 0.004003286361694336], [1, 0.37800049781799316], [0, 0.005960702896118164], [1, 0.2650003433227539], [0, 0.004001140594482422], [1, 0.16700077056884766], [0, 0.0040013790130615234], [1, 0.1720447540283203]]"
winner,blue
game,221
iterations,11
times of actions,"[[0, 0.00299835205078125], [1, 0.28999996185302734], [0, 0.009730100631713867], [1, 0.34099888801574707], [0, 0.011002540588378906], [1, 0.703040599822998], [0, 0.011000871658325195], [1, 0.5749998092651367], [0, 0.011000394821166992], [1, 0.5649983882904053], [0, 0.009999275207519531], [1, 0.6029582023620605]]"
winner,none
game,222
iterations,26
times of actions,"[[0, 0.0030002593994140625], [1, 0.1440439224243164], [0, 0.010003328323364258], [1, 0.21400046348571777], [0, 0.01100468635559082], [1, 0.14925885200500488], [0, 0.005956411361694336], [1, 0.16496777534484863], [0, 0.00703883171081543], [1, 0.24660921096801758], [0, 0.009959936141967773], [1, 0.259002685546875], [0, 0.01000213623046875], [1, 0.3300004005432129], [0, 0.009999275207519531], [1, 0.475999116897583], [0, 0.00699925422668457], [1, 0.4020419120788574], [0, 0.006001472473144531], [1, 0.5320162773132324], [0, 0.00996255874633789], [1, 0.37203288078308105], [0, 0.004999399185180664], [1, 0.30300235748291016], [0, 0.005999565124511719], [1, 0.27199888229370117]]"
winner,blue
game,223
iterations,24
times of actions,"[[0, 0.0030014514923095703], [1, 0.1830461025238037], [0, 0.005706787109375], [1, 0.13473892211914062], [0, 0.004000663757324219], [1, 0.2090005874633789], [0, 0.006001949310302734], [1, 0.22299885749816895], [0, 0.011001110076904297], [1, 0.17399859428405762], [0, 0.004001140594482422], [1, 0.20000028610229492], [0, 0.0060007572174072266], [1, 0.5329961776733398], [0, 0.009998798370361328], [1, 0.5690417289733887], [0, 0.009961605072021484], [1, 0.4139986038208008], [0, 0.006999969482421875], [1, 0.3679955005645752], [0, 0.005000114440917969], [1, 0.3809990882873535], [0, 0.0060002803802490234], [1, 0.3139989376068115]]"
winner,blue
game,224
iterations,28
times of actions,"[[0, 0.0029997825622558594], [1, 0.22699737548828125], [0, 0.005002260208129883], [1, 0.16399812698364258], [0, 0.006001949310302734], [1, 0.1340010166168213], [0, 0.004001140594482422], [1, 0.36599183082580566], [0, 0.00599980354309082], [1, 0.39099955558776855], [0, 0.005999326705932617], [1, 0.44900035858154297], [0, 0.0069997310638427734], [1, 0.483043909072876], [0, 0.007999658584594727], [1, 0.4329986572265625], [0, 0.005961179733276367], [1, 0.40700292587280273], [0, 0.007000923156738281], [1, 0.3860030174255371], [0, 0.005999326705932617], [1, 0.5199985504150391], [0, 0.011003255844116211], [1, 0.39504146575927734], [0, 0.010033130645751953], [1, 0.3209977149963379], [0, 0.009955883026123047], [1, 0.27699947357177734]]"
winner,blue
game,225
iterations,24
times of actions,"[[0, 0.005000114440917969], [1, 0.14986801147460938], [0, 0.007001161575317383], [1, 0.23104357719421387], [0, 0.009999990463256836], [1, 0.25699949264526367], [0, 0.010001897811889648], [1, 0.3060004711151123], [0, 0.01000213623046875], [1, 0.5720467567443848], [0, 0.011000394821166992], [1, 0.5720005035400391], [0, 0.00999903678894043], [1, 0.568995475769043], [0, 0.009998321533203125], [1, 0.5589990615844727], [0, 0.006003141403198242], [1, 0.38604116439819336], [0, 0.00400233268737793], [1, 0.3240540027618408], [0, 0.005639314651489258], [1, 0.2949988842010498], [0, 0.005999326705932617], [1, 0.24674201011657715]]"
winner,blue
game,226
iterations,20
times of actions,"[[0, 0.003001689910888672], [1, 0.22900056838989258], [0, 0.009999990463256836], [1, 0.26199841499328613], [0, 0.010001182556152344], [1, 0.270000696182251], [0, 0.010999679565429688], [1, 0.3249995708465576], [0, 0.009998798370361328], [1, 0.575040340423584], [0, 0.010003089904785156], [1, 0.40399837493896484], [0, 0.005000591278076172], [1, 0.5440406799316406], [0, 0.009998798370361328], [1, 0.48404765129089355], [0, 0.010037899017333984], [1, 0.43099308013916016], [0, 0.010001659393310547], [1, 0.2970407009124756]]"
winner,blue
game,227
iterations,19
times of actions,"[[0, 0.0030028820037841797], [1, 0.16500616073608398], [0, 0.0060002803802490234], [1, 0.25296974182128906], [0, 0.004997730255126953], [1, 0.21999287605285645], [0, 0.005729198455810547], [1, 0.41498255729675293], [0, 0.00599980354309082], [1, 0.5649991035461426], [0, 0.009998798370361328], [1, 0.5569987297058105], [0, 0.00999903678894043], [1, 0.5430047512054443], [0, 0.009958028793334961], [1, 0.4779670238494873], [0, 0.010003805160522461], [1, 0.6479458808898926], [0, 0.007959127426147461], [1, 0.6459920406341553]]"
winner,none
game,228
iterations,22
times of actions,"[[0, 0.00298309326171875], [1, 0.2049999237060547], [0, 0.010001420974731445], [1, 0.26105546951293945], [0, 0.0049588680267333984], [1, 0.2758975028991699], [0, 0.01000070571899414], [1, 0.32399868965148926], [0, 0.011002063751220703], [1, 0.5729997158050537], [0, 0.009998321533203125], [1, 0.5710146427154541], [0, 0.004997730255126953], [1, 0.589989423751831], [0, 0.009997844696044922], [1, 0.5619990825653076], [0, 0.006002902984619141], [1, 0.47704362869262695], [0, 0.01049494743347168], [1, 0.4320106506347656], [0, 0.011038064956665039], [1, 0.2879631519317627]]"
winner,blue
game,229
iterations,18
times of actions,"[[0, 0.0029969215393066406], [1, 0.23537230491638184], [0, 0.010059595108032227], [1, 0.2715451717376709], [0, 0.006003856658935547], [1, 0.3489573001861572], [0, 0.009999990463256836], [1, 0.5929965972900391], [0, 0.009992837905883789], [1, 0.5970048904418945], [0, 0.005925416946411133], [1, 0.5409541130065918], [0, 0.009998559951782227], [1, 0.47600746154785156], [0, 0.0070154666900634766], [1, 0.4349634647369385], [0, 0.010028362274169922], [1, 0.30299997329711914]]"
winner,blue
game,230
iterations,14
times of actions,"[[0, 0.004787445068359375], [1, 0.32805442810058594], [0, 0.010982513427734375], [1, 0.650052547454834], [0, 0.01000666618347168], [1, 0.47100162506103516], [0, 0.005997896194458008], [1, 0.48096632957458496], [0, 0.006040334701538086], [1, 0.43000078201293945], [0, 0.006000518798828125], [1, 0.2929978370666504], [0, 0.00599980354309082], [1, 0.29799914360046387]]"
winner,blue
game,231
iterations,20
times of actions,"[[0, 0.0030019283294677734], [1, 0.23104357719421387], [0, 0.005000114440917969], [1, 0.16300654411315918], [0, 0.0029997825622558594], [1, 0.1680009365081787], [0, 0.005999088287353516], [1, 0.21700310707092285], [0, 0.0069658756256103516], [1, 0.3977084159851074], [0, 0.003999233245849609], [1, 0.3939993381500244], [0, 0.00400090217590332], [1, 0.5470306873321533], [0, 0.005964517593383789], [1, 0.5449979305267334], [0, 0.01195979118347168], [1, 0.47103118896484375], [0, 0.009998559951782227], [1, 0.1959984302520752]]"
winner,blue
game,232
iterations,26
times of actions,"[[0, 0.0029594898223876953], [1, 0.13000702857971191], [0, 0.003964662551879883], [1, 0.09800004959106445], [0, 0.003001689910888672], [1, 0.16803884506225586], [0, 0.002986431121826172], [1, 0.11204004287719727], [0, 0.0030028820037841797], [1, 0.20999908447265625], [0, 0.00700068473815918], [1, 0.547999382019043], [0, 0.008997678756713867], [1, 0.5690429210662842], [0, 0.01000070571899414], [1, 0.533998966217041], [0, 0.00995326042175293], [1, 0.35205554962158203], [0, 0.0050008296966552734], [1, 0.44604039192199707], [0, 0.010003805160522461], [1, 0.2740025520324707], [0, 0.005000114440917969], [1, 0.16699743270874023], [0, 0.0039997100830078125], [1, 0.17099928855895996]]"
winner,blue
game,233
iterations,20
times of actions,"[[0, 0.0030014514923095703], [1, 0.25504183769226074], [0, 0.004999399185180664], [1, 0.2599973678588867], [0, 0.01000070571899414], [1, 0.263002872467041], [0, 0.0049974918365478516], [1, 0.33399486541748047], [0, 0.005001068115234375], [1, 0.5879991054534912], [0, 0.009999275207519531], [1, 0.5570418834686279], [0, 0.010999917984008789], [1, 0.38101649284362793], [0, 0.005001068115234375], [1, 0.3090376853942871], [0, 0.005993843078613281], [1, 0.41005516052246094], [0, 0.009999513626098633], [1, 0.28299880027770996]]"
winner,blue
game,234
iterations,22
times of actions,"[[0, 0.001966714859008789], [1, 0.21400713920593262], [0, 0.004993915557861328], [1, 0.2633974552154541], [0, 0.010033845901489258], [1, 0.2913820743560791], [0, 0.009999752044677734], [1, 0.3610498905181885], [0, 0.009999513626098633], [1, 0.590003252029419], [0, 0.00999903678894043], [1, 0.6019992828369141], [0, 0.010000228881835938], [1, 0.598029613494873], [0, 0.009999752044677734], [1, 0.5780181884765625], [0, 0.010000944137573242], [1, 0.47499823570251465], [0, 0.005999326705932617], [1, 0.4289994239807129], [0, 0.0049991607666015625], [1, 0.29199695587158203]]"
winner,blue
game,235
iterations,28
times of actions,"[[0, 0.0019943714141845703], [1, 0.13008737564086914], [0, 0.003963470458984375], [1, 0.09598946571350098], [0, 0.004002571105957031], [1, 0.14700055122375488], [0, 0.007001638412475586], [1, 0.0989990234375], [0, 0.0030007362365722656], [1, 0.15599370002746582], [0, 0.0039997100830078125], [1, 0.3029935359954834], [0, 0.010000467300415039], [1, 0.5999929904937744], [0, 0.011998414993286133], [1, 0.6920106410980225], [0, 0.010998964309692383], [1, 0.6739892959594727], [0, 0.009999275207519531], [1, 0.4739992618560791], [0, 0.005999088287353516], [1, 0.6390416622161865], [0, 0.010999679565429688], [1, 0.43700170516967773], [0, 0.007000923156738281], [1, 0.5780007839202881], [0, 0.01096200942993164], [1, 0.36200618743896484]]"
winner,blue
game,236
iterations,20
