start time,1631469037.5784643
winner,none
game,242
iterations,23
times of actions,"[[0, 1.8554024696350098], [1, 1.7866439819335938], [0, 2.466001272201538], [1, 3.3350167274475098], [0, 4.3870391845703125], [1, 3.5100059509277344], [0, 4.496986150741577], [1, 3.3079912662506104], [0, 4.480991363525391], [1, 3.50101375579834], [0, 4.4680562019348145], [1, 3.150050163269043], [0, 4.1572253704071045], [1, 2.413996934890747], [0, 3.3730056285858154], [1, 2.242964267730713], [0, 3.1610186100006104], [1, 2.2451670169830322], [0, 3.0210049152374268], [1, 2.207005739212036], [0, 2.8700077533721924], [1, 1.9779624938964844], [0, 2.3629961013793945]]"
winner,red
game,243
iterations,11
times of actions,"[[0, 1.9461815357208252], [1, 2.1170098781585693], [0, 2.0649678707122803], [1, 2.3440029621124268], [0, 2.2659595012664795], [1, 2.5059821605682373], [0, 2.4959497451782227], [1, 2.605001449584961], [0, 2.4699594974517822], [1, 2.58500075340271], [0, 2.536003351211548], [1, 2.504006862640381]]"
winner,none
game,244
iterations,27
times of actions,"[[0, 1.0320394039154053], [1, 0.9230160713195801], [0, 1.7769982814788818], [1, 1.6510045528411865], [0, 2.1330418586730957], [1, 2.2130415439605713], [0, 2.5250134468078613], [1, 3.3689980506896973], [0, 4.357964515686035], [1, 3.330003499984741], [0, 4.517040967941284], [1, 3.5530014038085938], [0, 4.429046630859375], [1, 3.4270520210266113], [0, 4.607039451599121], [1, 3.3839988708496094], [0, 4.343999147415161], [1, 3.4170567989349365], [0, 4.420003175735474], [1, 3.2080395221710205], [0, 3.3170037269592285], [1, 2.2370424270629883], [0, 3.839038848876953], [1, 2.936042308807373], [0, 3.192046642303467], [1, 2.116999864578247], [0, 3.1680431365966797], [1, 2.370043992996216]]"
winner,none
game,245
iterations,21
times of actions,"[[0, 1.0739612579345703], [1, 0.992311954498291], [0, 1.7139811515808105], [1, 1.6110069751739502], [0, 1.9329547882080078], [1, 1.8719408512115479], [0, 1.9199497699737549], [1, 1.909001350402832], [0, 1.983962059020996], [1, 1.99295973777771], [0, 2.269059658050537], [1, 2.224966049194336], [0, 2.451934337615967], [1, 2.4539592266082764], [0, 2.550039768218994], [1, 2.54894757270813], [0, 2.568946361541748], [1, 2.489003896713257], [0, 2.4569616317749023], [1, 2.417945623397827], [0, 2.4320263862609863], [1, 2.4730026721954346]]"
winner,none
game,246
iterations,33
times of actions,"[[0, 1.9872329235076904], [1, 1.9609761238098145], [0, 1.9459991455078125], [1, 1.9480047225952148], [0, 1.9660558700561523], [1, 1.966766595840454], [0, 2.0840110778808594], [1, 2.1230416297912598], [0, 2.5280416011810303], [1, 3.581998348236084], [0, 4.121054649353027], [1, 3.6010725498199463], [0, 4.482001066207886], [1, 3.6480417251586914], [0, 4.122002601623535], [1, 3.568000078201294], [0, 4.151007652282715], [1, 3.741028070449829], [0, 4.117003440856934], [1, 3.7550435066223145], [0, 4.099003553390503], [1, 3.7269606590270996], [0, 4.085043907165527], [1, 3.5490543842315674], [0, 4.045034885406494], [1, 3.61303973197937], [0, 3.82605242729187], [1, 2.8239943981170654], [0, 3.4690048694610596], [1, 2.861003875732422], [0, 3.506044387817383], [1, 2.8610033988952637], [0, 3.7000582218170166], [1, 2.9590530395507812]]"
winner,none
game,247
iterations,18
times of actions,"[[0, 2.067749500274658], [1, 2.2320456504821777], [0, 2.129944324493408], [1, 2.434957265853882], [0, 3.474968194961548], [1, 4.284987688064575], [0, 3.6699602603912354], [1, 4.311943292617798], [0, 3.662000894546509], [1, 4.327000379562378], [0, 3.5139987468719482], [1, 4.36795973777771], [0, 3.3189642429351807], [1, 4.407958030700684], [0, 3.3980090618133545], [1, 4.223994493484497], [0, 2.3640077114105225], [1, 3.3010122776031494]]"
winner,blue
game,248
iterations,77
times of actions,"[[0, 0.8730347156524658], [1, 1.4769999980926514], [0, 1.678990364074707], [1, 1.9079506397247314], [0, 1.895963191986084], [1, 1.9530792236328125], [0, 1.9129600524902344], [1, 1.988961935043335], [0, 2.061959743499756], [1, 2.3550009727478027], [0, 3.7078349590301514], [1, 4.110951662063599], [0, 3.5490376949310303], [1, 4.107999324798584], [0, 3.7579376697540283], [1, 4.123054265975952], [0, 3.548013210296631], [1, 4.113959550857544], [0, 3.7739951610565186], [1, 4.15095853805542], [0, 3.587996006011963], [1, 4.131016254425049], [0, 3.7379417419433594], [1, 4.021977424621582], [0, 3.548943042755127], [1, 4.113993406295776], [0, 3.6349995136260986], [1, 4.228966474533081], [0, 3.3379578590393066], [1, 4.07796835899353], [0, 3.6109635829925537], [1, 4.130951642990112], [0, 3.4409520626068115], [1, 4.085957288742065], [0, 4.44873833656311], [1, 3.3349978923797607], [0, 4.288961410522461], [1, 3.343986988067627], [0, 4.428967714309692], [1, 3.4099924564361572], [0, 4.317999601364136], [1, 3.3649609088897705], [0, 4.346964359283447], [1, 3.4639995098114014], [0, 4.207974672317505], [1, 3.25400972366333], [0, 4.360947608947754], [1, 3.5220532417297363], [0, 4.371996641159058], [1, 3.2110049724578857], [0, 3.5440008640289307], [1, 2.7550015449523926], [0, 4.38900089263916], [1, 3.1989874839782715], [0, 4.234996318817139], [1, 3.03900146484375], [0, 4.270995378494263], [1, 2.7132484912872314], [0, 3.390964984893799], [1, 2.2530131340026855], [0, 3.6799988746643066], [1, 2.580047130584717], [0, 4.041996717453003], [1, 3.258960485458374], [0, 4.062176465988159], [1, 3.7200193405151367], [0, 4.1019446849823], [1, 3.5909624099731445], [0, 4.237008094787598], [1, 3.8079638481140137], [0, 4.441961050033569], [1, 3.632978916168213], [0, 4.299962520599365], [1, 3.837998867034912], [0, 4.516989231109619], [1, 3.536989212036133], [0, 4.242947816848755], [1, 3.7760045528411865]]"
winner,none
game,249
iterations,19
times of actions,"[[0, 0.7589695453643799], [1, 0.9147565364837646], [0, 1.6680028438568115], [1, 1.600999355316162], [0, 1.9610357284545898], [1, 1.8789620399475098], [0, 1.9420008659362793], [1, 1.9989442825317383], [0, 2.0539987087249756], [1, 1.8900034427642822], [0, 1.9229660034179688], [1, 1.9259624481201172], [0, 1.9349794387817383], [1, 2.008953332901001], [0, 2.099000930786133], [1, 2.3669557571411133], [0, 2.497999668121338], [1, 2.4399895668029785], [0, 2.3959946632385254], [1, 2.4599974155426025]]"
winner,none
game,250
iterations,35
times of actions,"[[0, 1.9222915172576904], [1, 1.899010419845581], [0, 2.123966932296753], [1, 1.98099946975708], [0, 1.9760394096374512], [1, 1.96004319190979], [0, 1.9459993839263916], [1, 1.970041275024414], [0, 2.0660409927368164], [1, 2.1070380210876465], [0, 2.5729944705963135], [1, 3.5620434284210205], [0, 4.2560036182403564], [1, 4.1330554485321045], [0, 4.292041301727295], [1, 3.613001585006714], [0, 4.110955715179443], [1, 3.5750012397766113], [0, 4.324042797088623], [1, 3.605051040649414], [0, 4.109317064285278], [1, 3.571004629135132], [0, 4.314039945602417], [1, 3.5530402660369873], [0, 4.006000280380249], [1, 3.5520033836364746], [0, 4.221999883651733], [1, 3.413001775741577], [0, 3.853044033050537], [1, 2.8380534648895264], [0, 3.478038787841797], [1, 3.00504207611084], [0, 3.3260018825531006], [1, 2.865044593811035], [0, 3.2960047721862793], [1, 2.8250443935394287]]"
winner,none
game,251
iterations,29
times of actions,"[[0, 1.6745171546936035], [1, 1.9086711406707764], [0, 1.9021058082580566], [1, 1.953998327255249], [0, 1.9670016765594482], [1, 1.9650065898895264], [0, 2.0589561462402344], [1, 2.083996295928955], [0, 2.558943033218384], [1, 3.4209959506988525], [0, 4.350996494293213], [1, 3.46895170211792], [0, 4.429038047790527], [1, 3.4819858074188232], [0, 4.330017805099487], [1, 3.344005823135376], [0, 4.510015249252319], [1, 3.372999429702759], [0, 4.404008865356445], [1, 3.1559972763061523], [0, 4.071004867553711], [1, 2.4960381984710693], [0, 3.132002353668213], [1, 2.330960512161255], [0, 2.4959583282470703], [1, 1.8099994659423828], [0, 2.455960273742676], [1, 2.2699949741363525], [0, 2.7570464611053467]]"
winner,red
game,252
iterations,19
times of actions,"[[0, 1.746330976486206], [1, 1.6340322494506836], [0, 1.9540495872497559], [1, 1.869004249572754], [0, 1.9250531196594238], [1, 2.1049976348876953], [0, 2.0210659503936768], [1, 2.0450439453125], [0, 2.1070327758789062], [1, 2.18404221534729], [0, 2.4560372829437256], [1, 2.471003293991089], [0, 2.679042339324951], [1, 2.532046318054199], [0, 2.459043502807617], [1, 2.462003231048584], [0, 2.4399993419647217], [1, 2.4637341499328613], [0, 2.4531540870666504], [1, 2.8050036430358887]]"
winner,none
game,253
iterations,29
times of actions,"[[0, 1.9722533226013184], [1, 1.9650506973266602], [0, 2.0100035667419434], [1, 2.1080548763275146], [0, 2.4260191917419434], [1, 3.747042179107666], [0, 4.179999828338623], [1, 3.6160049438476562], [0, 4.172051429748535], [1, 3.778002977371216], [0, 4.123056411743164], [1, 3.596041679382324], [0, 4.296002149581909], [1, 3.739999294281006], [0, 4.07499885559082], [1, 3.517003297805786], [0, 4.157036066055298], [1, 3.729999542236328], [0, 4.104057788848877], [1, 3.635040044784546], [0, 4.0940399169921875], [1, 3.5590391159057617], [0, 3.91499662399292], [1, 2.933037757873535], [0, 3.51004958152771], [1, 2.8679819107055664], [0, 3.490043878555298], [1, 2.882044792175293], [0, 3.3110029697418213], [1, 2.8370022773742676]]"
winner,none
game,254
iterations,20
times of actions,"[[0, 0.9750087261199951], [1, 1.8135194778442383], [0, 1.6810271739959717], [1, 2.2791121006011963], [0, 2.0500361919403076], [1, 2.5299978256225586], [0, 3.41096830368042], [1, 4.298964023590088], [0, 3.5579674243927], [1, 4.364994049072266], [0, 3.3119993209838867], [1, 4.345952272415161], [0, 3.5049703121185303], [1, 4.2979960441589355], [0, 3.170009136199951], [1, 4.089954614639282], [0, 2.3589589595794678], [1, 3.551034450531006], [0, 2.2999963760375977], [1, 3.1839981079101562]]"
winner,blue
game,255
iterations,95
times of actions,"[[0, 1.8780665397644043], [1, 1.970475435256958], [0, 1.9650373458862305], [1, 2.1700387001037598], [0, 2.069990396499634], [1, 2.3719959259033203], [0, 3.3049638271331787], [1, 4.367007255554199], [0, 3.5280025005340576], [1, 4.346960067749023], [0, 3.465047836303711], [1, 4.264446496963501], [0, 3.7499656677246094], [1, 4.296983480453491], [0, 3.50095272064209], [1, 4.259991407394409], [0, 3.6420044898986816], [1, 4.267992973327637], [0, 3.5660128593444824], [1, 4.1889472007751465], [0, 3.724991798400879], [1, 4.384939193725586], [0, 3.467939615249634], [1, 4.257995843887329], [0, 3.739001512527466], [1, 4.290991544723511], [0, 3.467961072921753], [1, 4.2689595222473145], [0, 3.678011894226074], [1, 4.3709611892700195], [0, 3.6248316764831543], [1, 4.468358755111694], [0, 3.7919740676879883], [1, 4.490949630737305], [0, 3.4099950790405273], [1, 4.246968984603882], [0, 3.7080237865448], [1, 4.2549450397491455], [0, 3.5429582595825195], [1, 4.489003896713257], [0, 3.5509912967681885], [1, 4.238999366760254], [0, 3.5619957447052], [1, 4.3669633865356445], [0, 3.5520050525665283], [1, 4.379040479660034], [0, 3.687014102935791], [1, 4.0659613609313965], [0, 3.5889830589294434], [1, 4.096983194351196], [0, 3.4159440994262695], [1, 4.0749671459198], [0, 4.556053161621094], [1, 3.4280033111572266], [0, 4.424047470092773], [1, 3.3539977073669434], [0, 4.474945068359375], [1, 3.3969972133636475], [0, 4.407968521118164], [1, 3.3680202960968018], [0, 4.494050979614258], [1, 3.519991397857666], [0, 4.261038780212402], [1, 3.243192672729492], [0, 4.430041074752808], [1, 3.4740054607391357], [0, 4.3250041007995605], [1, 3.2170019149780273], [0, 3.505999803543091], [1, 2.7740542888641357], [0, 4.345000743865967], [1, 3.1830577850341797], [0, 4.246057987213135], [1, 3.1890010833740234], [0, 4.0910561084747314], [1, 2.6830434799194336], [0, 3.3260421752929688], [1, 2.2194130420684814], [0, 3.7540440559387207], [1, 2.4826834201812744], [0, 4.003570318222046], [1, 3.3181166648864746], [0, 4.064041614532471], [1, 3.6870458126068115], [0, 4.094053745269775], [1, 3.5590004920959473], [0, 4.188047170639038], [1, 3.7350049018859863], [0, 4.15500020980835], [1, 3.524055242538452], [0, 4.188054800033569], [1, 3.7090463638305664], [0, 4.428040504455566], [1, 3.4710452556610107], [0, 4.229000091552734], [1, 3.745041847229004]]"
winner,none
game,256
iterations,26
times of actions,"[[0, 1.1032073497772217], [1, 0.9699997901916504], [0, 1.848996877670288], [1, 1.7680284976959229], [0, 2.401055335998535], [1, 3.3108229637145996], [0, 4.55004096031189], [1, 3.3510425090789795], [0, 4.423044681549072], [1, 3.4160401821136475], [0, 4.6180384159088135], [1, 3.3782944679260254], [0, 4.410001516342163], [1, 3.377041816711426], [0, 4.804961442947388], [1, 3.1660091876983643], [0, 3.351057767868042], [1, 2.4660463333129883], [0, 4.1019978523254395], [1, 3.2360551357269287], [0, 3.287003517150879], [1, 2.2269999980926514], [0, 3.9690003395080566], [1, 2.920039415359497], [0, 3.484004259109497], [1, 2.398740291595459], [0, 3.8200972080230713]]"
winner,none
game,257
iterations,97
times of actions,"[[0, 0.7036619186401367], [1, 1.6889948844909668], [0, 1.529043436050415], [1, 2.0060064792633057], [0, 1.9889986515045166], [1, 2.015000104904175], [0, 2.0910391807556152], [1, 2.3690547943115234], [0, 3.3140416145324707], [1, 4.435972213745117], [0, 3.3600029945373535], [1, 4.3010029792785645], [0, 3.4100406169891357], [1, 4.2799973487854], [0, 3.602998733520508], [1, 4.2050111293792725], [0, 3.454005002975464], [1, 4.207005500793457], [0, 3.6030044555664062], [1, 4.2530412673950195], [0, 3.4950568675994873], [1, 4.116052627563477], [0, 3.7480013370513916], [1, 4.379040718078613], [0, 3.415043830871582], [1, 4.2860002517700195], [0, 3.7200489044189453], [1, 4.269999027252197], [0, 3.422039270401001], [1, 4.243003606796265], [0, 3.6314237117767334], [1, 4.273037672042847], [0, 3.5140600204467773], [1, 4.25698184967041], [0, 3.7050557136535645], [1, 4.467055559158325], [0, 3.401052713394165], [1, 4.250047445297241], [0, 3.8920047283172607], [1, 4.86004114151001], [0, 3.6980412006378174], [1, 4.535046339035034], [0, 3.635999917984009], [1, 4.24606728553772], [0, 3.5660414695739746], [1, 4.449043035507202], [0, 3.6170544624328613], [1, 4.337880611419678], [0, 3.684044361114502], [1, 4.062006950378418], [0, 3.592055559158325], [1, 4.030001878738403], [0, 3.4640419483184814], [1, 4.050042390823364], [0, 4.509041786193848], [1, 3.3590445518493652], [0, 4.361043453216553], [1, 3.3850438594818115], [0, 4.517043352127075], [1, 3.368042469024658], [0, 4.38001561164856], [1, 3.3390564918518066], [0, 4.545000314712524], [1, 3.350003719329834], [0, 4.251044988632202], [1, 3.2890419960021973], [0, 4.6257100105285645], [1, 3.3620433807373047], [0, 4.362004518508911], [1, 3.2760398387908936], [0, 3.7050366401672363], [1, 2.6810388565063477], [0, 4.375005006790161], [1, 3.21504282951355], [0, 4.2950029373168945], [1, 3.3080427646636963], [0, 4.1782097816467285], [1, 2.7280445098876953], [0, 3.468996524810791], [1, 2.2730016708374023], [0, 3.860053777694702], [1, 2.5200259685516357], [0, 4.053042411804199], [1, 3.340047597885132], [0, 4.206056356430054], [1, 3.4730424880981445], [0, 4.092054605484009], [1, 3.5839993953704834], [0, 4.357040166854858], [1, 3.600038528442383], [0, 4.259002923965454], [1, 3.518815755844116], [0, 4.550997734069824], [1, 3.5600430965423584], [0, 4.47405743598938], [1, 3.5480425357818604], [0, 4.439054012298584], [1, 3.5130043029785156]]"
winner,none
game,258
iterations,13
times of actions,"[[0, 1.9426255226135254], [1, 1.982074499130249], [0, 2.0590286254882812], [1, 2.2480416297912598], [0, 2.6890411376953125], [1, 2.5230419635772705], [0, 2.577052593231201], [1, 2.563044309616089], [0, 2.4789950847625732], [1, 2.4460015296936035], [0, 2.5870425701141357], [1, 2.5020034313201904], [0, 2.4610402584075928], [1, 2.4310567378997803]]"
winner,none
game,259
iterations,11
times of actions,"[[0, 1.9552180767059326], [1, 2.037043809890747], [0, 2.031980037689209], [1, 2.2720422744750977], [0, 2.239001750946045], [1, 2.4430408477783203], [0, 2.42800235748291], [1, 2.5030527114868164], [0, 2.4520435333251953], [1, 2.4600393772125244], [0, 2.6340041160583496], [1, 2.491042137145996]]"
winner,none
game,260
iterations,31
times of actions,"[[0, 1.5711791515350342], [1, 1.8249669075012207], [0, 1.8699769973754883], [1, 1.903961181640625], [0, 1.9489669799804688], [1, 2.2010583877563477], [0, 2.004946231842041], [1, 2.110002279281616], [0, 2.4079437255859375], [1, 3.3919482231140137], [0, 4.44900107383728], [1, 3.572997808456421], [0, 4.440040826797485], [1, 3.4468891620635986], [0, 4.720986604690552], [1, 3.523998498916626], [0, 4.369932651519775], [1, 3.380000591278076], [0, 4.506978988647461], [1, 3.3990023136138916], [0, 4.244009017944336], [1, 3.0399649143218994], [0, 3.380979299545288], [1, 2.0299606323242188], [0, 2.9219937324523926], [1, 1.9749629497528076], [0, 2.7539401054382324], [1, 2.317002296447754], [0, 2.90199875831604], [1, 2.0809690952301025], [0, 2.9299890995025635]]"
winner,red
game,261
iterations,32
times of actions,"[[0, 1.9588658809661865], [1, 1.8849666118621826], [0, 1.9559650421142578], [1, 1.966001033782959], [0, 1.9549622535705566], [1, 2.0099472999572754], [0, 2.2839765548706055], [1, 2.387946367263794], [0, 3.438998222351074], [1, 4.331963300704956], [0, 3.4800195693969727], [1, 4.5519630908966064], [0, 3.3929593563079834], [1, 4.360959529876709], [0, 3.3180785179138184], [1, 4.523002862930298], [0, 3.30696177482605], [1, 4.4699530601501465], [0, 3.256040573120117], [1, 4.644046068191528], [0, 2.9629592895507812], [1, 3.239992141723633], [0, 1.795003890991211], [1, 3.0909974575042725], [0, 1.9699552059173584], [1, 2.9619977474212646], [0, 2.14496111869812], [1, 3.4210386276245117], [0, 2.4149680137634277], [1, 2.654040813446045], [0, 1.6661138534545898], [1, 2.737980365753174]]"
winner,blue
game,262
iterations,41
times of actions,"[[0, 1.871990442276001], [1, 1.8369851112365723], [0, 2.0230393409729004], [1, 2.1070001125335693], [0, 2.417947292327881], [1, 3.5520386695861816], [0, 4.377011775970459], [1, 3.3739962577819824], [0, 4.3720762729644775], [1, 3.5760412216186523], [0, 4.335999965667725], [1, 3.5239551067352295], [0, 4.075952053070068], [1, 3.750965118408203], [0, 4.102952718734741], [1, 3.6269619464874268], [0, 4.139005184173584], [1, 3.7910001277923584], [0, 4.156935691833496], [1, 3.6229629516601562], [0, 4.140997886657715], [1, 3.7309913635253906], [0, 4.1009485721588135], [1, 3.576014280319214], [0, 4.11195969581604], [1, 3.612950325012207], [0, 4.279998302459717], [1, 3.5939974784851074], [0, 4.124962568283081], [1, 3.589999198913574], [0, 4.259986877441406], [1, 3.523996353149414], [0, 4.1090474128723145], [1, 3.3809471130371094], [0, 3.964737892150879], [1, 2.814000129699707], [0, 3.4459612369537354], [1, 2.844001531600952], [0, 3.333958625793457], [1, 3.0670018196105957], [0, 3.333000898361206], [1, 2.856003522872925]]"
winner,none
game,263
iterations,26
times of actions,"[[0, 1.6213533878326416], [1, 1.923051357269287], [0, 1.9200010299682617], [1, 2.2790017127990723], [0, 2.0980544090270996], [1, 2.40397047996521], [0, 3.5600409507751465], [1, 4.2940473556518555], [0, 3.650003433227539], [1, 4.405038595199585], [0, 3.4060306549072266], [1, 4.3910417556762695], [0, 3.5650439262390137], [1, 4.43004298210144], [0, 3.3440024852752686], [1, 4.446043252944946], [0, 3.2800424098968506], [1, 4.070061445236206], [0, 2.3460426330566406], [1, 3.2459986209869385], [0, 2.163043975830078], [1, 3.120002269744873], [0, 2.2630438804626465], [1, 2.2860000133514404], [0, 1.5560047626495361], [1, 2.1010422706604004]]"
winner,blue
game,264
iterations,71
times of actions,"[[0, 1.9444890022277832], [1, 2.0349717140197754], [0, 2.1150004863739014], [1, 2.622997522354126], [0, 3.6069579124450684], [1, 4.1729896068573], [0, 3.5620384216308594], [1, 4.3210437297821045], [0, 3.6140453815460205], [1, 4.199048280715942], [0, 3.600996255874634], [1, 4.388003587722778], [0, 3.6330463886260986], [1, 4.159003496170044], [0, 3.617002010345459], [1, 4.31304931640625], [0, 3.5340023040771484], [1, 4.054003477096558], [0, 3.535004138946533], [1, 4.320004940032959], [0, 3.4320085048675537], [1, 4.205041408538818], [0, 3.3297863006591797], [1, 4.302042722702026], [0, 3.5039989948272705], [1, 4.106041193008423], [0, 3.467041015625], [1, 4.148008346557617], [0, 4.412997484207153], [1, 3.333043336868286], [0, 4.332039833068848], [1, 3.387038230895996], [0, 4.526037216186523], [1, 3.331049919128418], [0, 4.304999589920044], [1, 3.3290016651153564], [0, 4.613996267318726], [1, 3.3400044441223145], [0, 4.162003993988037], [1, 3.2440457344055176], [0, 4.592044115066528], [1, 3.3151257038116455], [0, 4.298052072525024], [1, 3.1900041103363037], [0, 3.703040838241577], [1, 2.58604097366333], [0, 4.402040719985962], [1, 3.2340400218963623], [0, 4.3950395584106445], [1, 3.08304500579834], [0, 4.119036674499512], [1, 2.6499998569488525], [0, 3.3380472660064697], [1, 2.267038345336914], [0, 3.732999086380005], [1, 2.4745304584503174], [0, 3.9740939140319824], [1, 3.338085174560547], [0, 4.3050336837768555], [1, 3.609933853149414], [0, 4.138048410415649], [1, 3.5639991760253906], [0, 4.363018274307251], [1, 3.562005043029785], [0, 4.2130537033081055], [1, 3.567004919052124], [0, 4.380043983459473], [1, 3.5900447368621826], [0, 4.43005108833313], [1, 3.5579960346221924], [0, 4.431040525436401], [1, 3.573051929473877]]"
winner,none
game,265
iterations,26
times of actions,"[[0, 2.105224370956421], [1, 2.487051486968994], [0, 3.3720054626464844], [1, 4.507059812545776], [0, 3.429048538208008], [1, 4.536039113998413], [0, 3.485043525695801], [1, 4.574036598205566], [0, 3.4010372161865234], [1, 4.333039283752441], [0, 3.335000991821289], [1, 4.57757043838501], [0, 3.277003526687622], [1, 4.243041753768921], [0, 2.9959404468536377], [1, 4.1070404052734375], [0, 2.8220419883728027], [1, 3.818042755126953], [0, 2.912074565887451], [1, 3.1210551261901855], [0, 2.385004758834839], [1, 3.1070406436920166], [0, 1.9670028686523438], [1, 2.8580453395843506], [0, 1.667999267578125], [1, 2.5909979343414307]]"
winner,blue
game,266
iterations,36
times of actions,"[[0, 1.9675757884979248], [1, 2.1610231399536133], [0, 2.095040798187256], [1, 2.4860458374023438], [0, 3.35105037689209], [1, 4.335052490234375], [0, 3.516054153442383], [1, 4.374001979827881], [0, 3.3889999389648438], [1, 4.293038606643677], [0, 3.5830585956573486], [1, 4.419001579284668], [0, 3.333040237426758], [1, 4.326038599014282], [0, 3.3919999599456787], [1, 4.197045803070068], [0, 2.6420419216156006], [1, 3.861074209213257], [0, 2.6439993381500244], [1, 3.5500409603118896], [0, 2.227041244506836], [1, 3.592040777206421], [0, 2.451042413711548], [1, 3.9929990768432617], [0, 3.5110039710998535], [1, 4.05904483795166], [0, 3.4670016765594482], [1, 4.124003171920776], [0, 3.810042381286621], [1, 4.196978807449341], [0, 3.6070079803466797], [1, 4.19604229927063], [0, 3.724003314971924], [1, 4.344136476516724], [0, 3.452054262161255], [1, 4.2030556201934814], [0, 3.700056314468384]]"
winner,none
game,267
iterations,20
times of actions,"[[0, 0.5474011898040771], [1, 0.8880934715270996], [0, 1.4309430122375488], [1, 1.6029703617095947], [0, 1.847963809967041], [1, 1.8810021877288818], [0, 1.9389665126800537], [1, 1.9089455604553223], [0, 2.128997325897217], [1, 2.0579612255096436], [0, 2.2049660682678223], [1, 2.4429643154144287], [0, 2.444002866744995], [1, 2.528947114944458], [0, 2.5089495182037354], [1, 2.6370415687561035], [0, 2.4449193477630615], [1, 2.4599735736846924], [0, 2.445004940032959], [1, 2.4560024738311768], [0, 2.434962034225464]]"
winner,none
game,268
iterations,24
times of actions,"[[0, 1.8669559955596924], [1, 1.8900411128997803], [0, 1.9449753761291504], [1, 2.051002025604248], [0, 2.0299618244171143], [1, 2.0689547061920166], [0, 2.2000017166137695], [1, 2.7570011615753174], [0, 4.23100209236145], [1, 4.614995718002319], [0, 3.415961980819702], [1, 4.574967622756958], [0, 3.544996500015259], [1, 4.362002849578857], [0, 3.5979671478271484], [1, 4.763962507247925], [0, 3.487942695617676], [1, 8.595968008041382], [0, 4.9170005321502686], [1, 4.999997854232788], [0, 3.2049646377563477], [1, 4.14632773399353], [0, 2.7659573554992676], [1, 3.7019975185394287]]"
winner,blue
game,269
iterations,21
times of actions,"[[0, 1.0708503723144531], [1, 0.972376823425293], [0, 1.761078119277954], [1, 1.645169973373413], [0, 2.020052671432495], [1, 2.0530056953430176], [0, 2.586035966873169], [1, 3.43400239944458], [0, 4.3655619621276855], [1, 3.4290597438812256], [0, 4.764041185379028], [1, 3.40804386138916], [0, 4.448045015335083], [1, 3.33205509185791], [0, 4.586015462875366], [1, 3.2070415019989014], [0, 4.098039627075195], [1, 2.4420418739318848], [0, 3.415039539337158], [1, 2.5390052795410156], [0, 3.269003391265869]]"
winner,red
game,270
iterations,26
times of actions,"[[0, 1.2888896465301514], [1, 1.6180391311645508], [0, 1.8800349235534668], [1, 1.9270031452178955], [0, 1.9740424156188965], [1, 2.189044237136841], [0, 1.9997498989105225], [1, 2.03896164894104], [0, 2.102044105529785], [1, 2.4200401306152344], [0, 3.3940446376800537], [1, 4.568007946014404], [0, 3.3939905166625977], [1, 4.422040939331055], [0, 3.5180420875549316], [1, 4.452046155929565], [0, 3.483058452606201], [1, 4.373034238815308], [0, 3.450874090194702], [1, 4.638043642044067], [0, 3.356994390487671], [1, 4.347001075744629], [0, 3.247042417526245], [1, 4.362935304641724], [0, 2.543525457382202], [1, 3.493479013442993]]"
winner,blue
game,271
iterations,75
times of actions,"[[0, 1.9592158794403076], [1, 1.93400239944458], [0, 1.9369781017303467], [1, 2.1660044193267822], [0, 2.1630115509033203], [1, 2.2900383472442627], [0, 2.146944046020508], [1, 2.435784101486206], [0, 3.6260123252868652], [1, 4.402047157287598], [0, 3.57100510597229], [1, 4.1900434494018555], [0, 3.585045337677002], [1, 4.3460376262664795], [0, 3.532003402709961], [1, 4.129043340682983], [0, 3.578002691268921], [1, 4.34299111366272], [0, 3.612008571624756], [1, 4.16604208946228], [0, 3.5930473804473877], [1, 4.23456072807312], [0, 3.5830039978027344], [1, 4.102003335952759], [0, 3.4440348148345947], [1, 4.390043497085571], [0, 3.418050527572632], [1, 4.1120007038116455], [0, 3.4330427646636963], [1, 4.044893980026245], [0, 3.651040554046631], [1, 4.055058240890503], [0, 4.291018486022949], [1, 3.304053544998169], [0, 4.4820396900177], [1, 3.3060572147369385], [0, 4.310042142868042], [1, 3.326042413711548], [0, 4.565040588378906], [1, 3.510003089904785], [0, 4.486000061035156], [1, 3.309046745300293], [0, 4.4130048751831055], [1, 3.2120561599731445], [0, 4.370044231414795], [1, 3.3420042991638184], [0, 4.51800274848938], [1, 3.316038131713867], [0, 3.499999761581421], [1, 2.5700523853302], [0, 4.446007966995239], [1, 3.2450451850891113], [0, 4.259042263031006], [1, 3.081000804901123], [0, 4.072004079818726], [1, 2.867003917694092], [0, 3.3710131645202637], [1, 2.2150678634643555], [0, 3.6520423889160156], [1, 2.509039878845215], [0, 4.213042497634888], [1, 3.3010048866271973], [0, 4.034046173095703], [1, 3.4930038452148438], [0, 4.279041051864624], [1, 3.548041582107544], [0, 4.235000848770142], [1, 3.6460354328155518], [0, 4.340439796447754], [1, 3.5740466117858887], [0, 4.212005376815796], [1, 3.5160393714904785], [0, 4.562040090560913], [1, 3.5140023231506348], [0, 4.222040891647339], [1, 3.557042121887207]]"
winner,none
game,272
iterations,23
